State/UT,District,Temperature,Condition,Humidity,,
Kerala,Alappuzha,26.4,Partly cloudy,71,,
Kerala,Ernakulam,26.3,Sunny,74,,
Kerala,Idukki,21.8,Sunny,67,,
Kerala,Kannur,25.7,Sunny,64,,
Kerala,Kasaragod,25.2,Sunny,67,,
Kerala,Kollam,26.4,Partly cloudy,65,,
Kerala,Kottayam,26.3,Partly cloudy,68,,
Kerala,Kozhikode,26,Sunny,72,,
Kerala,Malappuram,25.9,Sunny,60,,
Kerala,Palakkad,24.9,Sunny,54,,
Madhya Pradesh,Alirajpur,22.6,Sunny,32,,
Madhya Pradesh,Anuppur,20.5,Sunny,42,,
Madhya Pradesh,Ashoknagar,20.9,Sunny,46,,
Madhya Pradesh,Balaghat,22.9,Sunny,33,,
Madhya Pradesh,Barwani,24.3,Sunny,29,,
Madhya Pradesh,Betul,22.1,Sunny,30,,
Madhya Pradesh,Bhind,19.2,Sunny,43,,
Madhya Pradesh,Bhopal,21.9,Sunny,39,,
Madhya Pradesh,Burhanpur,24,Sunny,28,,
Madhya Pradesh,Chhatarpur,21,Sunny,46,,
Maharashtra,Ahmednagar,24.2,Sunny,22,,
Maharashtra,Akola,25.1,Sunny,21,,
Maharashtra,Amravati,24.6,Sunny,22,,
Maharashtra,Aurangabad,23.5,Sunny,25,,
Maharashtra,Beed,15.4,Partly cloudy,31,,
Maharashtra,Bhandara,23.5,Sunny,29,,
Maharashtra,Buldhana,24.7,Sunny,72,,
Maharashtra,Chandrapur,24.3,Sunny,26,,
Maharashtra,Dhule,25.7,Sunny,27,,
Maharashtra,Gadchiroli,24.7,Sunny,72,,
Manipur,Bishnupur,23.9,Sunny,34,,
Manipur,Churachandpur,14.4,Sunny,53,,
Manipur,Imphal East,14.4,Sunny,53,,
Manipur,Imphal West,14.4,Sunny,53,,
Manipur,Jiribam,24.7,Sunny,72,,
Manipur,Kakching,14.4,Sunny,53,,
Manipur,Kamjong,24.7,Sunny,72,,
Manipur,Kangpokpi,14.4,Sunny,53,,
Manipur,Noney,24.7,Sunny,72,,
Manipur,Pherzawl,24.7,Sunny,72,,
Meghalaya,East Garo Hills,22.9,Light rain shower,89,,
Meghalaya,East Khasi Hills,2.9,Moderate or heavy snow showers,61,,
Meghalaya,Jaintia Hills,21.3,Sunny,47,,
Meghalaya,Ri Bhoi,19,Sunny,28,,
Meghalaya,South Garo Hills,26,Sunny,17,,
Meghalaya,South Khasi Hills,2.9,Moderate or heavy snow showers,61,,
Meghalaya,West Garo Hills,13.4,Patchy rain possible,41,,
Meghalaya,West Khasi Hills,2.9,Moderate or heavy snow showers,61,,
Mizoram,Aizawl,17.6,Sunny,47,,
Mizoram,Champhai,24.7,Sunny,72,,
Mizoram,Hnahthial,17.4,Sunny,29,,
Mizoram,Kolasib,24.7,Sunny,72,,
Mizoram,Lawngtlai,19,Sunny,42,,
Mizoram,Lunglei,19,Sunny,42,,
Mizoram,Mamit,17.6,Sunny,47,,
Mizoram,Saitual,17.6,Sunny,47,,
Mizoram,Serchhip,19,Sunny,42,,
Nagaland,Dimapur,17.6,Sunny,50,,
Nagaland,Kiphire,24.7,Sunny,72,,
Nagaland,Kohima,14.1,Sunny,53,,
Nagaland,Longleng,24.7,Sunny,72,,
Nagaland,Mokokchung,19.8,Sunny,50,,
Nagaland,Mon,19.9,Sunny,49,,
Nagaland,Peren,4.1,Light drizzle,86,,
Nagaland,Phek,14.1,Sunny,53,,
Nagaland,Tuensang,19.8,Sunny,50,,
Nagaland,Zunheboto,14.1,Sunny,53,,
Odisha,Angul,23,Sunny,30,,
Odisha,Balangir,23,Sunny,28,,
Odisha,Bargarh,23.7,Sunny,29,,
Odisha,Bhadrak,22.9,Sunny,43,,
Odisha,Boudh,24.7,Sunny,72,,
Odisha,Cuttack,23.4,Sunny,51,,
Odisha,Deogarh,21.7,Sunny,34,,
Odisha,Dhenkanal,23.4,Sunny,51,,
Odisha,Gajapati,24.7,Sunny,72,,
Odisha,Ganjam,22.1,Sunny,57,,
Punjab,Amritsar,15.8,Sunny,36,,
Punjab,Barnala,16.2,Sunny,36,,
Punjab,Bathinda,24.7,Sunny,72,,
Punjab,Faridkot,16.3,Sunny,34,,
Punjab,Fatehgarh Sahib,16.1,Sunny,37,,
Punjab,Fazilka,17.2,Sunny,33,,
Punjab,Ferozepur,16.2,Sunny,34,,
Punjab,Gurdaspur,15.9,Sunny,36,,
Punjab,Hoshiarpur,16.2,Sunny,38,,
Punjab,Jalandhar,15.9,Sunny,38,,
Rajasthan,Ajmer,19.5,Sunny,36,,
Rajasthan,Alwar,17.7,Sunny,41,,
Rajasthan,Banswara,23.2,Sunny,32,,
Rajasthan,Baran,22,Sunny,47,,
Rajasthan,Barmer,20.3,Sunny,24,,
Rajasthan,Bhilwara,20.3,Sunny,40,,
Rajasthan,Bikaner,19.5,Sunny,28,,
Rajasthan,Bundi,20.8,Sunny,49,,
Rajasthan,Chittorgarh,24.7,Sunny,72,,
Rajasthan,Churu,19.6,Sunny,31,,
Sikkim,East Sikkim,7.1,Sunny,58,,
Sikkim,North Sikkim,7.1,Sunny,58,,
Sikkim,South Sikkim,7.1,Sunny,58,,
Sikkim,West Sikkim,7.1,Sunny,58,,
Tamil Nadu,Ariyalur,23.4,Patchy rain possible,78,,
Tamil Nadu,Chengalpattu,23.7,Cloudy,72,,
Tamil Nadu,Chennai,24.8,Patchy rain possible,70,,
Tamil Nadu,Coimbatore,23.5,Sunny,60,,
Tamil Nadu,Cuddalore,24.3,Cloudy,75,,
Tamil Nadu,Dharmapuri,21.4,Sunny,68,,
Tamil Nadu,Dindigul,23,Sunny,71,,
Tamil Nadu,Erode,24.3,Sunny,59,,
Tamil Nadu,Kallakurichi,24.7,Sunny,72,,
Tamil Nadu,Kanchipuram,23.3,Partly cloudy,73,,
Telangana,Adilabad,24.4,Sunny,23,,
Telangana,Hyderabad,23.7,Sunny,33,,
Telangana,Jagtial,24.2,Sunny,25,,
Telangana,Jangaon,23.1,Sunny,40,,
Telangana,Jayashankar Bhupalapally,24.7,Sunny,72,,
Telangana,Jogulamba Gadwal,24.7,Sunny,34,,
Telangana,Kamareddy,24.7,Sunny,72,,
Telangana,Karimnagar,23.7,Sunny,31,,
Telangana,Khammam,23.5,Sunny,58,,
Telangana,Komaram Bheem Asifabad,23.7,Sunny,26,,
Tripura,Dhalai,18.5,Sunny,49,,
Tripura,Khowai,19.5,Sunny,49,,
Tripura,North Tripura,20.4,Sunny,41,,
Tripura,Sepahijala,24.7,Sunny,72,,
Tripura,South Tripura,20.4,Sunny,41,,
Tripura,Unakoti,24.7,Sunny,72,,
Tripura,West Tripura,20.4,Sunny,41,,
Uttar Pradesh,Agra,18.7,Sunny,42,,
Uttar Pradesh,Aligarh,18.2,Sunny,44,,
Uttar Pradesh,Allahabad,19.9,Sunny,42,,
Uttar Pradesh,Ambedkar Nagar,19.9,Sunny,36,,
Uttar Pradesh,Amethi,19.1,Sunny,39,,
Uttar Pradesh,Amroha,18.3,Sunny,38,,
Uttar Pradesh,Auraiya,19,Sunny,44,,
Uttar Pradesh,Azamgarh,18.6,Sunny,45,,
Uttar Pradesh,Baghpat,17.3,Sunny,41,,
Uttar Pradesh,Bahraich,18.7,Sunny,41,,
Uttarakhand,Almora,12.1,Sunny,35,,
Uttarakhand,Bageshwar,12.1,Sunny,35,,
Uttarakhand,Chamoli,-1.9,Patchy snow possible,44,,
Uttarakhand,Champawat,12.1,Sunny,35,,
Uttarakhand,Dehradun,14.9,Sunny,35,,
Uttarakhand,Haridwar,17.3,Sunny,36,,
Uttarakhand,Nainital,24.7,Sunny,72,,
Uttarakhand,Pauri Garhwal,17.4,Sunny,36,,
Uttarakhand,Pithoragarh,13.4,Sunny,34,,
Uttarakhand,Rudraprayag,-1.9,Patchy snow possible,44,,
West Bengal,Alipurduar,24.7,Sunny,72,,
West Bengal,Bankura,22.9,Sunny,30,,
West Bengal,Birbhum,24.7,Sunny,72,,
West Bengal,Burdwan,22.3,Sunny,36,,
West Bengal,Cooch Behar,20.5,Sunny,48,,
West Bengal,Dakshin Dinajpur,20.8,Sunny,41,,
West Bengal,Hooghly,22.7,Sunny,36,,
West Bengal,Howrah,23.7,Sunny,34,,
West Bengal,Jalpaiguri,20.3,Sunny,46,,
West Bengal,Jhargram,23.2,Sunny,34,,
Andaman and Nicobar Islands,Nicobar,27.4,Cloudy,72,,
Andaman and Nicobar Islands,North and Middle Andaman,27.4,Cloudy,72,,
Andaman and Nicobar Islands,South Andaman,27.4,Cloudy,72,,
Chandigarh,Chandigarh,17,Sunny,33,,
Dadra and Nagar Haveli and Daman and Diu,Daman,23.8,Sunny,42,,
Dadra and Nagar Haveli and Daman and Diu,Diu,23.2,Sunny,36,,
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,23.8,Sunny,42,,
Lakshadweep,Aminidivi,24.7,Sunny,72,,
Lakshadweep,Androth,24.7,Sunny,72,,
Lakshadweep,Bithra,24.7,Sunny,72,,
Lakshadweep,Kalapeni,24.7,Sunny,72,,
Lakshadweep,Kavaratti,28.2,Sunny,63,,
Lakshadweep,Minicoy,24.7,Sunny,72,,
Lakshadweep,Suheli,24.7,Sunny,72,,
Delhi,Central Delhi,18.8,Sunny,36,,
Delhi,East Delhi,18.8,Sunny,36,,
Delhi,New Delhi,19.2,Sunny,35,,
Delhi,North Delhi,18.8,Sunny,36,,
Delhi,North East Delhi,18.8,Sunny,36,,
Delhi,North West Delhi,18.8,Sunny,36,,
Delhi,Shahdara,19.5,Sunny,34,,
Delhi,South Delhi,18.8,Sunny,36,,
Delhi,South East Delhi,18.8,Sunny,36,,
Delhi,South West Delhi,18.8,Sunny,36,,
Puducherry,Karaikal,24.6,Patchy rain possible,77,,
Puducherry,Mahe,25.6,Sunny,67,,
Puducherry,Puducherry,24.3,Patchy rain possible,74,,
Puducherry,Yanam,23.2,Sunny,65,,
Andhra Pradesh,Anantapur,24.7,Sunny,46,,
Andhra Pradesh,Chittoor,21.5,Sunny,67,,
Andhra Pradesh,East Godavari,23.3,Sunny,66,,
Andhra Pradesh,Guntur,22.9,Sunny,71,,
Andhra Pradesh,Krishna,22.9,Sunny,74,,
Andhra Pradesh,Kurnool,25,Sunny,37,,
Andhra Pradesh,Prakasam,25,Sunny,72,,
Andhra Pradesh,Srikakulam,22.3,Sunny,62,,
Andhra Pradesh,Visakhapatnam,23.9,Sunny,59,,
Andhra Pradesh,Vizianagaram,22.3,Sunny,58,,
Arunachal Pradesh,Tawang,-0.2,Sunny,30,,
Arunachal Pradesh,West Kameng,25.3,Sunny,35,,
Arunachal Pradesh,East Kameng,25.3,Sunny,35,,
Arunachal Pradesh,Papum Pare,28.5,Sunny,11,,
Arunachal Pradesh,Kurung Kumey,-1,Light snow,80,,
Arunachal Pradesh,Kra Daadi,26.9,Sunny,47,,
Arunachal Pradesh,Lower Subansiri,-12.6,Overcast,59,,
Arunachal Pradesh,Upper Subansiri,20.2,Sunny,72,,
Arunachal Pradesh,West Siang,21.4,Sunny,36,,
Arunachal Pradesh,East Siang,21.4,Sunny,36,,
Assam,Baksa,19.9,Sunny,46,,
Assam,Barpeta,19.8,Sunny,49,,
Assam,Biswanath,22.7,Sunny,33,,
Assam,Bongaigaon,19.6,Sunny,43,,
Assam,Cachar,25,Sunny,72,,
Assam,Charaideo,25,Sunny,72,,
Assam,Chirang,5.2,Sunny,59,,
Assam,Darrang,19.1,Sunny,48,,
Assam,Dhemaji,18.3,Sunny,44,,
Assam,Dhubri,20.2,Sunny,49,,
Bihar,Araria,19.1,Sunny,41,,
Bihar,Arwal,18.4,Sunny,55,,
Bihar,Aurangabad,23.1,Sunny,29,,
Bihar,Banka,18.5,Sunny,56,,
Bihar,Begusarai,18.2,Sunny,58,,
Bihar,Bhagalpur,18.5,Sunny,56,,
Bihar,Bhojpur,18.2,Sunny,42,,
Bihar,Buxar,18.6,Sunny,53,,
Bihar,Darbhanga,18.2,Sunny,48,,
Bihar,East Champaran,23.3,Sunny,66,,
Chhattisgarh,Balod,21.7,Sunny,22,,
Chhattisgarh,Baloda Bazar,22.9,Sunny,29,,
Chhattisgarh,Balrampur,18,Sunny,51,,
Chhattisgarh,Bastar,21.1,Sunny,21,,
Chhattisgarh,Bemetara,22.9,Sunny,29,,
Chhattisgarh,Bijapur,25.3,Sunny,22,,
Chhattisgarh,Bilaspur,22.5,Sunny,34,,
Chhattisgarh,Dantewada,25,Sunny,72,,
Chhattisgarh,Dhamtari,21.7,Sunny,22,,
Chhattisgarh,Durg,22.8,Sunny,20,,
Goa,North Goa,26,Sunny,44,,
Goa,South Goa,26,Sunny,44,,
Gujarat,Ahmedabad,23.6,Sunny,33,,
Gujarat,Amreli,24.1,Sunny,32,,
Gujarat,Anand,24.1,Sunny,34,,
Gujarat,Aravalli,25,Sunny,72,,
Gujarat,Banaskantha,21.8,Sunny,37,,
Gujarat,Bharuch,24.8,Sunny,36,,
Gujarat,Bhavnagar,23.5,Sunny,42,,
Gujarat,Botad,24,Sunny,32,,
Gujarat,Chhota Udaipur,18.1,Sunny,31,,
Gujarat,Dahod,23.8,Sunny,34,,
Haryana,Ambala,16.5,Overcast,37,,
Haryana,Bhiwani,17.3,Sunny,33,,
Haryana,Charkhi Dadri,17.3,Sunny,33,,
Haryana,Faridabad,18.4,Sunny,35,,
Haryana,Fatehabad,17.3,Sunny,30,,
Haryana,Gurugram,25,Sunny,72,,
Haryana,Hisar,17.5,Sunny,31,,
Haryana,Jhajjar,17.3,Sunny,36,,
Haryana,Jind,16.9,Sunny,33,,
Haryana,Kaithal,16.1,Sunny,36,,
Himachal Pradesh,Bilaspur,22.5,Sunny,34,,
Himachal Pradesh,Chamba,15.4,Sunny,36,,
Himachal Pradesh,Hamirpur,19,Sunny,50,,
Himachal Pradesh,Kangra,15.4,Sunny,36,,
Himachal Pradesh,Kinnaur,25,Sunny,72,,
Himachal Pradesh,Kullu,25.1,Sunny,14,,
Himachal Pradesh,Lahaul and Spiti,11.9,Overcast,38,,
Himachal Pradesh,Mandi,16,Overcast,36,,
Himachal Pradesh,Shimla,11.9,Overcast,38,,
Himachal Pradesh,Sirmaur,20.7,Sunny,52,,
Jharkhand,Bokaro,20.7,Sunny,40,,
Jharkhand,Chatra,19.3,Sunny,44,,
Jharkhand,Deoghar,20.5,Sunny,45,,
Jharkhand,Dhanbad,22.2,Sunny,38,,
Jharkhand,Dumka,20.6,Sunny,45,,
Jharkhand,East Singhbhum,23.3,Sunny,66,,
Jharkhand,Garhwa,20.1,Sunny,50,,
Jharkhand,Giridih,20.6,Sunny,44,,
Jharkhand,Godda,18.5,Sunny,56,,
Jharkhand,Gumla,20.6,Sunny,39,,
Karnataka,Bagalkot,25,Sunny,24,,
Karnataka,Ballari,24.3,Sunny,42,,
Karnataka,Belagavi,23.8,Sunny,24,,
Karnataka,Bengaluru Rural,22.2,Sunny,48,,
Karnataka,Bengaluru Urban,22.2,Sunny,48,,
Karnataka,Bidar,23.7,Sunny,20,,
Karnataka,Chamarajanagar,25,Sunny,72,,
Karnataka,Chikkaballapur,25,Sunny,72,,
Karnataka,Chikkamagaluru,21.4,Sunny,39,,
Karnataka,Chitradurga,23.9,Sunny,38,,
Kerala,Alappuzha,26.7,Sunny,76,,
Kerala,Ernakulam,26.7,Sunny,74,,
Kerala,Idukki,21.7,Sunny,70,,
Kerala,Kannur,26.5,Sunny,71,,
Kerala,Kasaragod,26,Sunny,74,,
Kerala,Kollam,26.3,Sunny,67,,
Kerala,Kottayam,26.7,Patchy rain possible,73,,
Kerala,Kozhikode,26.6,Sunny,75,,
Kerala,Malappuram,26.6,Sunny,66,,
Kerala,Palakkad,25.1,Sunny,54,,
Madhya Pradesh,Alirajpur,23.8,Sunny,34,,
Madhya Pradesh,Anuppur,20,Sunny,46,,
Madhya Pradesh,Ashoknagar,21.1,Sunny,49,,
Madhya Pradesh,Balaghat,22.6,Sunny,33,,
Madhya Pradesh,Barwani,24.1,Sunny,28,,
Madhya Pradesh,Betul,21.3,Sunny,32,,
Madhya Pradesh,Bhind,18.7,Sunny,48,,
Madhya Pradesh,Bhopal,21.6,Sunny,44,,
Madhya Pradesh,Burhanpur,23.3,Sunny,28,,
Madhya Pradesh,Chhatarpur,21,Sunny,55,,
Maharashtra,Ahmednagar,23.8,Sunny,24,,
Maharashtra,Akola,24.5,Sunny,27,,
Maharashtra,Amravati,24.2,Sunny,25,,
Maharashtra,Aurangabad,23.1,Sunny,29,,
Maharashtra,Beed,14.1,Sunny,32,,
Maharashtra,Bhandara,22.9,Sunny,32,,
Maharashtra,Buldhana,25,Sunny,72,,
Maharashtra,Chandrapur,23.5,Sunny,25,,
Maharashtra,Dhule,25.1,Sunny,27,,
Maharashtra,Gadchiroli,25,Sunny,72,,
Manipur,Bishnupur,23.4,Sunny,29,,
Manipur,Churachandpur,14.2,Sunny,50,,
Manipur,Imphal East,14.2,Sunny,50,,
Manipur,Imphal West,14.2,Sunny,50,,
Manipur,Jiribam,25,Sunny,72,,
Manipur,Kakching,14.2,Sunny,50,,
Manipur,Kamjong,25,Sunny,72,,
Manipur,Kangpokpi,14.2,Sunny,50,,
Manipur,Noney,25,Sunny,72,,
Manipur,Pherzawl,25,Sunny,72,,
Meghalaya,East Garo Hills,22.4,Light rain shower,91,,
Meghalaya,East Khasi Hills,6.9,Overcast,58,,
Meghalaya,Jaintia Hills,21.5,Sunny,48,,
Meghalaya,Ri Bhoi,18.6,Sunny,24,,
Meghalaya,South Garo Hills,28.1,Sunny,16,,
Meghalaya,South Khasi Hills,6.9,Overcast,58,,
Meghalaya,West Garo Hills,13.5,Sunny,49,,
Meghalaya,West Khasi Hills,6.9,Overcast,58,,
Mizoram,Aizawl,16.9,Sunny,48,,
Mizoram,Champhai,25,Sunny,72,,
Mizoram,Hnahthial,17.2,Sunny,27,,
Mizoram,Kolasib,25,Sunny,72,,
Mizoram,Lawngtlai,18.2,Sunny,42,,
Mizoram,Lunglei,18.2,Sunny,42,,
Mizoram,Mamit,16.9,Sunny,48,,
Mizoram,Saitual,16.9,Sunny,48,,
Mizoram,Serchhip,18.2,Sunny,42,,
Nagaland,Dimapur,17.1,Sunny,49,,
Nagaland,Kiphire,25,Sunny,72,,
Nagaland,Kohima,13.8,Sunny,50,,
Nagaland,Longleng,25,Sunny,72,,
Nagaland,Mokokchung,19.4,Sunny,49,,
Nagaland,Mon,19.5,Sunny,47,,
Nagaland,Peren,1.8,Sunny,82,,
Nagaland,Phek,13.8,Sunny,50,,
Nagaland,Tuensang,19.4,Sunny,49,,
Nagaland,Zunheboto,13.8,Sunny,50,,
Odisha,Angul,22,Sunny,24,,
Odisha,Balangir,22.2,Sunny,23,,
Odisha,Bargarh,23,Sunny,25,,
Odisha,Bhadrak,22.6,Sunny,42,,
Odisha,Boudh,25,Sunny,72,,
Odisha,Cuttack,22.5,Sunny,46,,
Odisha,Deogarh,21.2,Sunny,31,,
Odisha,Dhenkanal,22.5,Sunny,46,,
Odisha,Gajapati,25,Sunny,72,,
Odisha,Ganjam,21.8,Sunny,52,,
Punjab,Amritsar,16.1,Sunny,33,,
Punjab,Barnala,16.1,Overcast,33,,
Punjab,Bathinda,25,Sunny,72,,
Punjab,Faridkot,16.5,Sunny,31,,
Punjab,Fatehgarh Sahib,16.1,Overcast,34,,
Punjab,Fazilka,16.9,Sunny,31,,
Punjab,Ferozepur,16.6,Sunny,31,,
Punjab,Gurdaspur,15.7,Sunny,35,,
Punjab,Hoshiarpur,16,Overcast,36,,
Punjab,Jalandhar,15.8,Cloudy,36,,
Rajasthan,Ajmer,19.9,Sunny,39,,
Rajasthan,Alwar,17.3,Sunny,42,,
Rajasthan,Banswara,23.7,Sunny,37,,
Rajasthan,Baran,21.7,Sunny,51,,
Rajasthan,Barmer,20.7,Sunny,27,,
Rajasthan,Bhilwara,20.5,Sunny,45,,
Rajasthan,Bikaner,18.8,Sunny,23,,
Rajasthan,Bundi,20.8,Sunny,51,,
Rajasthan,Chittorgarh,25,Sunny,72,,
Rajasthan,Churu,19,Sunny,26,,
Sikkim,East Sikkim,7.4,Sunny,53,,
Sikkim,North Sikkim,7.4,Sunny,53,,
Sikkim,South Sikkim,7.4,Sunny,53,,
Sikkim,West Sikkim,7.4,Sunny,53,,
Tamil Nadu,Ariyalur,23.1,Mist,78,,
Tamil Nadu,Chengalpattu,23.4,Partly cloudy,73,,
